Max Answers - None,Max Answers - 1,Max Answers - 3,Max Answers - 4,Max Incorrect - None,Max Incorrect - 1,Max Incorrect - 3,Max Incorrect - 5,question
0.7653061224489796,1.0,1.0,0.872093023255814,0.7653061224489796,0.35714285714285715,0.35714285714285715,0.7653061224489796,r1q1
0.8947368421052632,1.0,1.0,1.0,0.8947368421052632,0.8315789473684211,0.8315789473684211,0.8315789473684211,r1q2
0.8526315789473684,1.0,1.0,1.0,0.8526315789473684,0.3263157894736842,0.6842105263157895,0.8210526315789474,r1q3
0.9489795918367347,1.0,1.0,1.0,0.9489795918367347,0.5,0.9489795918367347,0.9489795918367347,r1q5
0.845360824742268,1.0,0.9010989010989011,0.845360824742268,0.845360824742268,0.7731958762886598,0.845360824742268,0.845360824742268,r1q6
0.9393939393939394,1.0,1.0,0.9583333333333334,0.9393939393939394,0.9292929292929293,0.9292929292929293,0.9393939393939394,r1q7
0.8125,1.0,1.0,0.8125,0.8125,0.34375,0.34375,0.34375,r1q8
0.9090909090909091,1.0,1.0,1.0,0.9090909090909091,0.8686868686868687,0.9090909090909091,0.9090909090909091,r1q9
1.0,1.0,1.0,1.0,1.0,0.35802469135802467,0.9012345679012346,1.0,r1q10
0.7628865979381443,1.0,1.0,1.0,0.7628865979381443,0.41237113402061853,0.6494845360824743,0.6494845360824743,r1q11
0.8,1.0,0.84,0.8481012658227848,0.8,0.7,0.7333333333333333,0.7333333333333333,r1q12
0.96875,1.0,1.0,1.0,0.96875,0.90625,0.90625,0.96875,r1q14
0.7755102040816326,1.0,1.0,1.0,0.7755102040816326,0.4897959183673469,0.7755102040816326,0.7755102040816326,r1q16
0.9230769230769231,1.0,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,r1q17
0.9690721649484536,1.0,1.0,0.9690721649484536,0.9690721649484536,0.9175257731958762,0.9175257731958762,0.9175257731958762,r1q18
0.8279569892473119,1.0,1.0,1.0,0.8279569892473119,0.3655913978494624,0.40860215053763443,0.40860215053763443,r1q19
0.9473684210526315,1.0,1.0,1.0,0.9473684210526315,0.7789473684210526,0.7789473684210526,0.8315789473684211,r1q20
0.8541666666666666,1.0,1.0,1.0,0.8541666666666666,0.71875,0.8333333333333334,0.8541666666666666,r2q3
0.6210526315789474,1.0,0.8333333333333334,0.855072463768116,0.6210526315789474,0.49473684210526314,0.49473684210526314,0.49473684210526314,r2q4
0.8021978021978022,1.0,1.0,0.8461538461538461,0.8021978021978022,0.5934065934065934,0.6373626373626373,0.6373626373626373,r2q5
0.7346938775510204,1.0,0.8085106382978723,0.8363636363636363,0.7346938775510204,0.5510204081632653,0.5918367346938775,0.5918367346938775,r2q6
0.8210526315789474,1.0,1.0,1.0,0.8210526315789474,0.631578947368421,0.631578947368421,0.7473684210526316,r2q7
0.9183673469387755,1.0,1.0,1.0,0.9183673469387755,0.6428571428571429,0.6428571428571429,0.6428571428571429,r2q8
0.5106382978723404,1.0,0.5942028985507246,0.5189873417721519,0.5106382978723404,0.0,0.43617021276595747,0.5106382978723404,r2q9
0.6470588235294118,1.0,1.0,0.7708333333333334,0.6470588235294118,0.16470588235294117,0.3176470588235294,0.3176470588235294,r2q10
0.9381443298969072,1.0,1.0,1.0,0.9381443298969072,0.0,0.6804123711340206,0.6804123711340206,r2q11
0.8160919540229885,1.0,1.0,0.8166666666666667,0.8160919540229885,0.0,0.7701149425287356,0.8160919540229885,r2q12
0.9468085106382979,1.0,1.0,0.9651162790697675,0.9468085106382979,0.8297872340425532,0.8297872340425532,0.8297872340425532,r2q14
0.8631578947368421,1.0,1.0,1.0,0.8631578947368421,0.21052631578947367,0.5894736842105263,0.7368421052631579,r2q15
0.8297872340425532,1.0,0.8846153846153846,0.896551724137931,0.8297872340425532,0.5212765957446809,0.5212765957446809,0.5212765957446809,r2q18
0.797752808988764,1.0,1.0,1.0,0.797752808988764,0.6404494382022472,0.6404494382022472,0.6404494382022472,r2q19
0.6770833333333334,1.0,0.8333333333333334,0.8024691358024691,0.6770833333333334,0.6770833333333334,0.6770833333333334,0.6770833333333334,r2q20
0.9387755102040817,1.0,1.0,0.9787234042553191,0.9387755102040817,0.9387755102040817,0.9387755102040817,0.9387755102040817,r2q21
0.9239130434782609,1.0,1.0,1.0,0.9239130434782609,0.31521739130434784,0.8695652173913043,0.8695652173913043,r2q23
0.5434782608695652,1.0,0.6666666666666666,0.7166666666666667,0.5434782608695652,0.0,0.2391304347826087,0.3695652173913043,r2q25
0.9603960396039604,1.0,0.979381443298969,0.9797979797979798,0.9603960396039604,0.8613861386138614,0.8613861386138614,0.9603960396039604,r2q26
0.9891304347826086,1.0,1.0,1.0,0.9891304347826086,0.16304347826086957,0.31521739130434784,0.7608695652173914,r2q27
0.6914893617021277,1.0,1.0,1.0,0.6914893617021277,0.5319148936170213,0.5319148936170213,0.5319148936170213,r2q30
0.9795918367346939,1.0,1.0,1.0,0.9795918367346939,0.7448979591836735,0.9795918367346939,0.9795918367346939,r2q31
0.8823529411764706,1.0,0.873015873015873,0.8873239436619719,0.8823529411764706,0.49411764705882355,0.5529411764705883,0.5529411764705883,r2q32
0.7065217391304348,1.0,0.7708333333333334,0.8103448275862069,0.7065217391304348,0.0,0.40217391304347827,0.6195652173913043,r2q35
0.7802197802197802,1.0,0.8513513513513513,0.8658536585365854,0.7802197802197802,0.6923076923076923,0.6923076923076923,0.6923076923076923,r2q37
0.6907216494845361,1.0,1.0,0.8448275862068966,0.6907216494845361,0.6907216494845361,0.6907216494845361,0.6907216494845361,r2q38
0.6781609195402298,1.0,1.0,1.0,0.6781609195402298,0.13793103448275862,0.5057471264367817,0.5057471264367817,r2q39
0.7956989247311828,1.0,1.0,1.0,0.7956989247311828,0.3763440860215054,0.3763440860215054,0.5591397849462365,r2q40
0.7472527472527473,1.0,0.8985507246376812,0.8266666666666667,0.7472527472527473,0.6813186813186813,0.6813186813186813,0.6813186813186813,r2q42
0.7096774193548387,1.0,0.8591549295774648,0.8243243243243243,0.7096774193548387,0.6559139784946236,0.6559139784946236,0.6559139784946236,r2q43
0.6413043478260869,1.0,1.0,0.8666666666666667,0.6413043478260869,0.4891304347826087,0.4891304347826087,0.4891304347826087,r2q44
0.8736842105263158,1.0,1.0,1.0,0.8736842105263158,0.8105263157894737,0.8736842105263158,0.8736842105263158,r2q45
0.8541666666666666,1.0,1.0,1.0,0.8541666666666666,0.7604166666666666,0.7604166666666666,0.7604166666666666,r2q46
0.7127659574468085,1.0,1.0,0.9,0.7127659574468085,0.6702127659574468,0.6702127659574468,0.6702127659574468,r2q47
0.9042553191489362,1.0,1.0,1.0,0.9042553191489362,0.43617021276595747,0.8297872340425532,0.9042553191489362,r2q49
