Max Answers - None,Max Answers - 1,Max Answers - 3,Max Answers - 5,Max Answers - 10,Max Incorrect - None,Max Incorrect - 1,Max Incorrect - 3,Max Incorrect - 5,question
0.7653061224489796,1.0,1.0,0.8152173913043478,0.7653061224489796,0.7653061224489796,0.7653061224489796,0.7653061224489796,0.7653061224489796,r1q1
0.8315789473684211,0.48484848484848486,0.20253164556962025,0.5054945054945055,0.8315789473684211,0.8315789473684211,0.16842105263157894,0.4842105263157895,0.8315789473684211,r1q2
0.5578947368421052,1.0,0.6785714285714286,0.5,0.4421052631578947,0.5578947368421052,0.23157894736842105,0.4421052631578947,0.4421052631578947,r1q3
0.5102040816326531,0.0,0.0,0.4673913043478261,0.5102040816326531,0.5102040816326531,0.0,0.0,0.5102040816326531,r1q5
0.9381443298969072,1.0,0.9010989010989011,0.9381443298969072,0.9381443298969072,0.9381443298969072,0.845360824742268,0.9381443298969072,0.9381443298969072,r1q6
0.41414141414141414,0.018518518518518517,0.2391304347826087,0.2268041237113402,0.2222222222222222,0.41414141414141414,0.010101010101010102,0.2222222222222222,0.2222222222222222,r1q7
0.6666666666666666,0.43478260869565216,0.4807692307692308,0.3918918918918919,0.4270833333333333,0.6666666666666666,0.2604166666666667,0.3020833333333333,0.3020833333333333,r1q8
0.9292929292929293,1.0,0.5068493150684932,0.6976744186046512,0.8020833333333334,0.9292929292929293,0.36363636363636365,0.6060606060606061,0.7878787878787878,r1q9
0.6419753086419753,0.0,0.43859649122807015,0.48,0.5185185185185185,0.6419753086419753,0.0,0.5185185185185185,0.5185185185185185,r1q10
0.31958762886597936,0.35,0.21875,0.17721518987341772,0.24742268041237114,0.31958762886597936,0.14432989690721648,0.14432989690721648,0.24742268041237114,r1q11
0.7888888888888889,0.0,0.0,0.6829268292682927,0.6555555555555556,0.7888888888888889,0.0,0.0,0.6222222222222222,r1q12
0.10416666666666667,0.0,0.0,0.0,0.10416666666666667,0.10416666666666667,0.0,0.0,0.0,r1q14
0.8061224489795918,0.40540540540540543,0.4307692307692308,0.7558139534883721,0.8061224489795918,0.8061224489795918,0.2857142857142857,0.8061224489795918,0.8061224489795918,r1q16
0.6593406593406593,0.0,0.0,0.0,0.6593406593406593,0.6593406593406593,0.0,0.0,0.0,r1q17
0.9175257731958762,0.05952380952380952,0.9468085106382979,0.9175257731958762,0.9175257731958762,0.9175257731958762,0.05154639175257732,0.9175257731958762,0.9175257731958762,r1q18
0.5483870967741935,0.20588235294117646,0.11666666666666667,0.0945945945945946,0.10752688172043011,0.5483870967741935,0.07526881720430108,0.07526881720430108,0.07526881720430108,r1q19
0.7789473684210526,0.4117647058823529,1.0,0.8604651162790697,0.7789473684210526,0.7789473684210526,0.7789473684210526,0.7789473684210526,0.7789473684210526,r1q20
0.7291666666666666,1.0,0.5555555555555556,0.4375,0.6666666666666666,0.7291666666666666,0.3645833333333333,0.3645833333333333,0.3645833333333333,r2q3
0.7578947368421053,1.0,0.95,0.7402597402597403,0.7578947368421053,0.7578947368421053,0.6,0.6842105263157895,0.7578947368421053,r2q4
0.6923076923076923,1.0,0.7121212121212122,0.6219512195121951,0.5604395604395604,0.6923076923076923,0.5604395604395604,0.5604395604395604,0.5604395604395604,r2q5
0.47959183673469385,0.391304347826087,0.19148936170212766,0.2698412698412698,0.2159090909090909,0.47959183673469385,0.09183673469387756,0.17346938775510204,0.17346938775510204,r2q6
0.7368421052631579,0.0,0.41509433962264153,0.5492957746478874,0.42391304347826086,0.7368421052631579,0.0,0.4105263157894737,0.4105263157894737,r2q7
0.8367346938775511,0.0,0.15476190476190477,0.8,0.8367346938775511,0.8367346938775511,0.0,0.7755102040816326,0.8367346938775511,r2q8
0.7340425531914894,0.0,0.21739130434782608,0.1744186046511628,0.3010752688172043,0.7340425531914894,0.0,0.1595744680851064,0.1595744680851064,r2q9
0.3176470588235294,0.14285714285714285,0.35135135135135137,0.22413793103448276,0.1927710843373494,0.3176470588235294,0.15294117647058825,0.15294117647058825,0.15294117647058825,r2q10
0.6907216494845361,0.4827586206896552,0.5689655172413793,0.4177215189873418,0.6979166666666666,0.6907216494845361,0.3402061855670103,0.3402061855670103,0.3402061855670103,r2q11
0.735632183908046,0.5789473684210527,0.6122448979591837,0.6901408450704225,0.6091954022988506,0.735632183908046,0.3448275862068966,0.5632183908045977,0.6091954022988506,r2q12
0.8617021276595744,0.0,0.8554216867469879,0.797752808988764,0.7553191489361702,0.8617021276595744,0.0,0.7553191489361702,0.7553191489361702,r2q14
0.35789473684210527,0.4666666666666667,0.21875,0.17073170731707318,0.3655913978494624,0.35789473684210527,0.14736842105263157,0.14736842105263157,0.14736842105263157,r2q15
0.6170212765957447,0.0,0.6282051282051282,0.5384615384615384,0.6170212765957447,0.6170212765957447,0.0,0.5212765957446809,0.5212765957446809,r2q18
0.10112359550561797,0.03333333333333333,0.017543859649122806,0.014285714285714285,0.08139534883720931,0.10112359550561797,0.011235955056179775,0.011235955056179775,0.011235955056179775,r2q19
0.8645833333333334,0.0,0.8333333333333334,0.7738095238095238,0.8297872340425532,0.8645833333333334,0.0,0.6770833333333334,0.8125,r2q20
0.9591836734693877,1.0,0.6521739130434783,0.6526315789473685,0.9591836734693877,0.9591836734693877,0.6122448979591837,0.6326530612244898,0.9591836734693877,r2q21
0.7608695652173914,1.0,0.6119402985074627,0.5125,0.7282608695652174,0.7608695652173914,0.31521739130434784,0.44565217391304346,0.7282608695652174,r2q23
0.6521739130434783,0.0,0.4117647058823529,0.3088235294117647,0.2413793103448276,0.6521739130434783,0.0,0.22826086956521738,0.22826086956521738,r2q25
0.9603960396039604,1.0,0.8969072164948454,0.8613861386138614,0.8613861386138614,0.9603960396039604,0.8613861386138614,0.8613861386138614,0.8613861386138614,r2q26
0.33695652173913043,0.9130434782608695,0.3559322033898305,0.3974358974358974,0.33695652173913043,0.33695652173913043,0.22826086956521738,0.33695652173913043,0.33695652173913043,r2q27
0.574468085106383,0.0,0.07272727272727272,0.14084507042253522,0.4642857142857143,0.574468085106383,0.0,0.40425531914893614,0.4148936170212766,r2q30
0.21428571428571427,0.125,0.23076923076923078,0.2073170731707317,0.21428571428571427,0.21428571428571427,0.05102040816326531,0.17346938775510204,0.21428571428571427,r2q31
0.8352941176470589,0.0,0.12698412698412698,0.6410256410256411,0.8352941176470589,0.8352941176470589,0.0,0.5882352941176471,0.5882352941176471,r2q32
0.717391304347826,0.4166666666666667,0.20833333333333334,0.3484848484848485,0.27058823529411763,0.717391304347826,0.10869565217391304,0.25,0.25,r2q35
0.26373626373626374,0.0,0.2702702702702703,0.23255813953488372,0.21978021978021978,0.26373626373626374,0.0,0.21978021978021978,0.21978021978021978,r2q37
